@lat,@lon
37.2888010,-120.4542330
37.3323161,-121.9126049
38.8961368,-77.0446667
44.9175551,-93.1879149
34.0631347,-118.0192560
19.6813443,-101.1785880
39.7468436,-104.9897812
39.7451805,-104.9924224
39.7429655,-104.9890032
35.3001765,-120.6587601
34.8455961,-82.4020009
37.3189784,-120.4774170
38.9027675,-77.0390376
38.9018400,-77.0256930
38.8996151,-77.0267396
38.8990552,-77.0237261
38.9017772,-77.0231662
38.8990867,-77.0277974
34.1331238,-117.6165101
39.1003655,-84.5087266
34.1456687,-118.1431999
39.7488108,-104.9913758
34.5755655,-111.8818930
42.4557223,-71.3558796
37.3874972,-122.0830990
43.6705667,-79.3863475
43.6701575,-79.3884562
43.6533147,-79.3804508
32.9814212,-117.0754619
32.7554524,-117.0139297
32.9791800,-117.0837480
32.7271490,-117.2274100
35.1090660,-89.8884660
38.5501286,-121.6947587
32.8080996,-116.9585230
27.5735297,-99.4350702
34.1041330,-118.1529350
37.3384428,-121.9948430
37.3529575,-121.9973250
37.3517995,-121.9677618
42.5645352,-83.1099121
30.3949180,-97.7525341
38.0947372,-122.2288361
38.0842201,-122.2342595
43.8444063,-79.5600600
34.0626115,-84.4204818
38.7870681,-77.2968981
38.9632558,-77.0749530
17.9971641,-92.9419731
39.4652795,-119.7840034
33.7555122,-116.3620500
39.1555895,-122.1465319
34.0614545,-118.3064040
34.0630316,-118.2722924
38.8966714,-77.0267175
34.0030494,-118.1672220
37.6869262,-122.1297286
34.0212898,-118.2824417
35.1895650,-101.8656206
43.6462048,-79.3920426
34.1488397,-118.1215157
43.3276260,-79.8003275
34.8903858,-82.4003998
32.2841419,-106.7567987
39.6908732,-105.1171378
39.7112794,-104.9730646
39.6799391,-104.9588804
53.5390649,-113.5044710
39.0494182,-77.1091189
39.0628496,-77.1275144
33.8097027,-118.2899850
39.0202396,-77.0118581
49.2579156,-123.1681992
39.6229976,-105.1105232
49.2799212,-123.1178930
37.7397088,-122.4673069
39.4844070,-119.8530952
49.2632231,-123.1389199
49.2658614,-123.2427940
34.1199735,-118.1500110
37.3743394,-122.0325370
33.0257128,-96.8418195
34.1283742,-117.8301460
45.2090037,-93.3583538
34.8210713,-82.2800883
39.9545442,-75.1923285
39.3851950,-76.6871065
51.0874856,-114.1259869
38.8829782,-77.1036556
50.9854268,-114.0825360
43.2214088,-88.1144937
39.0553300,-76.9547840
48.4157104,-123.3750880
45.3495289,-75.7879882
34.0624873,-118.4473927
44.2504086,-76.5671785
51.1480302,-115.5553760
33.4663354,-117.7036393
43.0316632,-88.0477572
35.8270780,-78.7708257
37.1108048,-113.5539546
33.6370283,-117.9214056
35.7915209,-80.8618460
45.3905632,-75.7573384
40.5887102,-105.0767150
34.2159505,-119.0043450
41.1511179,-74.1882760
38.9021147,-77.0602638
40.5505443,-105.0585700
40.5311280,-105.0780996
42.4278065,-73.8055621
47.6183782,-122.2048205
43.6470338,-79.3824762
40.4129012,-104.9908571
33.7232814,-118.0756686
33.7877474,-118.1388691
39.3608032,-74.4370824
51.0928282,-115.3576356
52.1152733,-106.6202000
39.7138191,-105.1328876
49.2673455,-123.1129920
21.2795439,-157.8301670
21.2787335,-157.8324810
38.9054520,-77.0483200
43.6832765,-79.4185495
38.5471520,-121.7604299
33.6203019,-117.9236088
33.6156654,-117.8995362
49.8583179,-97.2637543
38.9010118,-77.0507502
42.6894724,-73.8503653
33.4259886,-117.6113406
43.5137351,-79.8822808
37.7871616,-122.4107250
43.6708813,-79.3845490
47.6758212,-122.2065548
42.3372850,-83.4009800
38.9022940,-77.0438180
38.8941680,-77.0217120
34.0624774,-118.3453180
38.9000558,-77.0321900
38.9042148,-77.0331704
39.5380406,-104.8835600
45.4212170,-75.6957529
38.8590682,-76.9665364
43.7698108,-79.3726518
34.1146970,-118.1501574
51.0428230,-114.0712760
34.0749000,-118.0726887
40.7938416,-73.9727702
49.2642237,-123.0137679
49.2324709,-123.0240186
44.9624110,-93.2780609
45.2834481,-93.0097838
41.5971668,-93.7189005
41.9758519,-87.7100792
33.6558212,-117.7019120
48.4662992,-123.3093810
39.9560762,-86.0101556
26.9339462,-80.1385046
47.6936842,-116.7894880
41.6018653,-87.7934915
28.3176575,-81.5413833
38.4950788,-121.5211420
38.4816134,-121.5032190
25.8130097,-80.3538162
35.1526771,-106.4991074
49.1992381,-122.9792371
49.7925435,-97.1566968
43.8366398,-79.0899855
38.8026221,-77.0620045
39.4502755,-74.6368508
29.5203311,-98.6383137
43.6456215,-79.3864423
38.9035359,-77.0407761
33.1212785,-117.0853116
49.1325243,-123.0924899
49.0904049,-123.0780780
49.1722688,-123.1361060
43.6552898,-79.3847765
29.9977822,-95.1778932
43.8131503,-79.3985451
33.3327761,-105.6778300
44.9014872,-93.1717577
43.0188463,-81.3101369
49.1921870,-123.0836642
49.1912604,-123.1294090
33.8571917,-84.3436399
33.8188124,-84.3883597
37.0573329,-120.8335820
42.7509664,-73.7643976
33.5267700,-117.7169440
42.7281658,-73.7610319
49.2803846,-123.1309370
38.8860896,-77.0213827
33.6086154,-117.7314580
41.0571577,-74.1426636
36.6079770,-121.8555988
33.4165993,-111.9341397
33.4179994,-111.9318422
40.7986130,-77.8654897
40.0082026,-75.2885903
53.4451511,-113.4909520
46.3702733,-72.5586818
43.6801154,-79.3396467
38.9127589,-77.0455868
34.1060922,-117.5685372
30.2846841,-97.7324514
33.6564851,-117.9186808
41.8139796,-87.8698441
37.7865355,-122.4081957
37.7861393,-122.4056853
49.8224852,-97.2037646
38.9168595,-77.0369634
51.1634563,-114.1272470
37.6645653,-122.4454490
29.7412300,-95.4606060
49.2251239,-123.0535010
43.0387065,-87.9180547
43.0344089,-87.9087023
43.0484641,-87.9053439
33.9575308,-84.2321770
33.7474610,-117.4541091
37.7992577,-122.4493510
38.9588470,-77.3590716
28.0549471,-82.4005167
38.8362453,-77.4374650
38.8534389,-77.4497862
33.4819738,-117.1000320
39.8132059,-105.1373141
32.8373115,-96.7766572
32.8372416,-96.7802866
33.8748487,-117.8900255
33.4977971,-117.6620380
28.0635180,-82.4125053
35.8877612,-78.6786676
40.2463105,-76.8063592
33.2010388,-117.2446704
40.6853261,-75.1515970
19.3460119,-99.1772030
49.1240103,-123.1808920
46.2576756,-119.3103866
38.9444744,-77.0642390
38.6407369,-121.5096255
40.3125829,-76.8008052
41.4876958,-71.3147639
39.2028550,-84.3769199
20.6325072,-87.0681192
33.6385052,-117.6783180
41.8800981,-72.7998212
39.2451186,-94.4499592
38.8693745,-77.1516065
33.7584530,-84.3970800
20.6266344,-87.0722578
30.7069106,-95.5665116
42.7105993,-73.8204543
39.6231965,-104.8973680
40.7593049,-73.9529230
38.8111965,-77.0503723
42.0367589,-91.6516751
41.9444013,-91.7182844
43.4575835,-79.6786513
40.1975901,-77.1556431
34.0351208,-118.6850820
45.5051050,-73.5716600
42.0140197,-73.9999562
40.7491000,-73.9839030
40.7481846,-73.9856870
35.5570965,-97.6378892
49.2540979,-123.1149606
53.5143309,-113.4972091
43.6075639,-79.6531758
34.0311930,-118.8430630
50.9070765,-114.1090330
40.7272120,-73.9954880
19.1049093,-104.3327691
40.7155220,-74.0089830
25.6543502,-100.2938345
49.1925845,-123.9540370
49.0080285,-123.1304060
39.8823088,-105.0256520
49.0279609,-122.2658221
43.6412518,-79.4146792
34.1019100,-118.2914650
43.6398964,-79.4195988
34.4273931,-119.2884609
25.7042208,-80.2872579
47.7002268,-122.0245711
53.5400471,-113.5788668
39.5333030,-119.7575620
40.1323503,-76.3072816
40.0750594,-76.3229033
39.5277507,-119.8623931
33.5813411,-101.8753309
30.2522560,-97.7635926
39.7579060,-104.9025932
33.1627593,-117.2186002
42.9408977,-71.4733587
49.2878449,-123.1238651
38.9276542,-77.3753354
38.9357538,-77.3626762
38.9615926,-77.3552415
38.9520118,-77.3474561
38.9797334,-77.3496211
38.7527363,-77.2650942
29.4464760,-98.4972953
37.3453203,-121.9367788
37.2284456,-80.4132970
45.4190230,-75.6915984
45.4258653,-75.6929674
45.4217659,-75.6982529
28.5388893,-81.3788289
39.7421505,-105.4970460
48.7766631,-123.7015601
44.9739636,-93.2298733
42.3860737,-71.1141743
37.4520550,-122.1803380
49.8277942,-97.1089223
49.2544250,-123.0233050
40.5250093,-105.0515680
40.5227126,-105.0422130
40.3802367,-105.5164694
46.8123728,-71.2049182
43.6688650,-79.3886193
40.6568909,-73.6450795
33.0858709,-117.2681627
19.4305532,-99.1613163
41.6559239,-93.7371541
41.9007780,-88.7389289
38.9579592,-76.8698305
42.4554695,-71.0648817
37.4268485,-122.1440778
53.5254005,-113.6163016
35.7714912,-78.7626022
33.5256873,-117.1538753
34.8858949,-92.1090461
42.6833705,-73.8402451
44.5638264,-123.2626232
49.1910842,-122.9471190
38.8844745,-77.0295842
34.6914786,-86.5745954
50.9958661,-114.0738785
51.0498305,-114.0698630
42.9728582,-77.1736105
42.8968299,-74.0969676
43.0157056,-74.8036189
43.1250829,-75.4148455
43.0959814,-75.8417048
41.5777047,-74.0851085
39.7969577,-105.0785442
39.8852812,-105.7624770
39.7648129,-105.1410505
33.4578352,-94.0890258
38.7523037,-121.3099230
38.7690132,-121.3304301
33.1827328,-117.3406690
43.1186509,-87.9065147
31.8997393,-106.4403890
39.9479938,-75.1541539
38.7813320,-121.2865620
41.9768653,-87.9106616
31.7851998,-106.4130110
45.4880720,-73.4719430
38.9731727,-105.0400520
38.7735539,-121.2632620
37.6257336,-122.4260830
51.2051849,-113.9946292
47.6707916,-122.1140559
25.7733161,-80.1891993
40.2404137,-74.3053525
34.0035064,-118.4720400
34.0668178,-118.4101526
53.5182532,-113.5007432
39.5261052,-104.9421821
25.8052489,-80.1892052
47.8889810,-97.0793599
21.1555401,-86.8347307
21.1516026,-86.8483235
34.0982770,-118.3110997
51.1016550,-114.0725692
41.2499244,-85.8219110
39.8867016,-105.0763750
37.2198164,-121.8618324
37.9277338,-122.5171522
47.6810254,-122.1258660
47.4556087,-122.2565724
39.1685030,-86.5731418
43.1269314,-77.5646251
37.6942803,-97.2439918
26.2841601,-80.1871562
20.5699677,-100.4086245
42.6523076,-73.7761519
39.0406238,-77.1561326
53.6160584,-113.4324040
37.7560368,-121.4662215
53.5998594,-113.5594051
37.5678509,-122.0252839
38.9962956,-77.0261859
47.6015625,-122.3339641
37.2356639,-121.9644520
41.1611002,-87.8503569
36.0769616,-95.9241549
19.4401140,-99.1846913
34.0749988,-118.3234084
34.0843522,-118.3269636
39.6943330,-104.9409718
37.5230207,-121.9983744
38.7893961,-121.2879910
40.1578558,-83.0922202
30.6321863,-97.6929492
37.4863291,-122.2299405
25.4407963,-100.9762649
38.7752394,-77.1710603
36.2995735,-94.1726557
36.3345276,-94.1803820
49.8236814,-97.2077545
36.3561813,-94.2118126
44.4688074,-73.1780329
39.6989858,-104.9393411
45.5026974,-122.4142954
32.8016487,-79.8908858
49.8529450,-97.1670799
47.6158285,-122.1965739
43.6481878,-79.3830275
49.8469742,-97.1525455
38.8664348,-77.2300448
19.2818729,-99.1430652
19.3450047,-99.1651856
43.6890350,-79.4129910
45.5184282,-122.8419596
39.7195786,-75.0222238
33.6973176,-117.7407840
34.1390734,-118.2152460
37.2871656,-121.9449930
33.4479269,-112.0746914
33.4487986,-112.0771135
39.3273353,-76.6157801
29.9158378,-95.6163045
33.7218946,-117.7709484
19.3735335,-99.1675405
37.5227027,-122.2517604
33.5879247,-117.7212980
37.2928091,-121.9303979
37.2632447,-121.9188128
40.0157796,-105.1023978
39.7427351,-104.9870690
34.1077274,-117.5633448
37.2706879,-121.9462332
37.5198682,-122.2756610
41.5011930,-81.5940798
38.7159036,-75.0862703
37.2303054,-121.9797330
35.8248574,-78.7072494
45.4583382,-73.7474245
45.4583671,-73.7465180
47.5806440,-122.3353602
52.1684595,-106.6370973
45.9350645,-66.6658049
37.8043802,-122.2738572
37.2756002,-121.9226560
37.2946701,-121.9309164
39.5545708,-104.8838796
44.8361673,-93.4004010
43.0739037,-89.3827265
45.4945050,-73.5781834
43.8792940,-78.8786302
34.1106433,-117.5339593
40.5410115,-80.1809467
39.7195974,-104.9531355
43.5439437,-79.6805847
42.4405972,-76.4970232
40.5516779,-105.0379980
38.9101453,-77.0749547
41.4793147,-82.6798311
34.0788213,-118.1145832
49.8921231,-97.1485670
34.0814163,-118.0643680
39.7500340,-75.0766549
49.8938431,-97.1422989
43.8885138,-78.8800339
32.2878131,-110.9449450
41.4649023,-81.5171705
32.3219170,-110.9284180
33.5662776,-117.2044970
38.8435064,-77.0179049
33.4753860,-117.1278690
33.9500575,-84.4118589
33.9169455,-117.9007190
33.8177786,-117.9146695
37.2322142,-121.7750776
47.6987658,-122.0261338
33.7217824,-116.3629579
32.2869796,-110.9656960
41.5124201,-81.6045163
39.8979672,-75.0316446
33.7680684,-84.3494503
28.6463918,-81.2677744
41.1618933,-111.9398694
33.5055516,-117.1471163
38.7841973,-121.2713332
33.5926233,-117.1237680
33.9125141,-117.8812864
33.6400124,-117.8542699
33.8255930,-84.3656140
40.1425102,-75.1678391
33.6075146,-85.8281349
28.4177416,-81.5810520
43.8449307,-79.4705059
39.5670833,-104.9022130
39.5646999,-104.8871412
33.8085830,-117.9218670
33.5555343,-117.1992470
49.1974830,-123.1779730
26.6730890,-80.2482558
39.9650937,-105.1643320
33.6715148,-117.7893160
47.6170396,-122.2019850
33.5088407,-112.3415650
39.5409647,-119.7160219
47.6451947,-122.0264760
36.1306729,-79.7990406
49.2837737,-122.8279837
19.6987290,-155.0617377
36.1226429,-94.1458339
43.1326558,-80.7410368
33.1463192,-117.2417161
27.9782668,-81.9575143
41.6302899,-93.6998341
41.5696872,-93.8048581
41.5614296,-93.7790712
28.0017887,-81.9756988
43.6599227,-79.3787231
43.6649960,-79.3804701
40.7504996,-73.9791604
40.7518527,-73.9775605
43.6779870,-79.3903180
39.7483856,-104.9970049
27.9966233,-82.4549431
34.8646178,-120.4191381
47.6299509,-122.3400728
41.8880867,-88.3076631
38.9553409,-76.8240842
28.1287232,-80.6305862
32.9327175,-96.8032133
47.6556026,-122.3086210
49.1985695,-122.7795650
33.6124154,-117.7133186
29.7664913,-95.5502480
47.8113338,-122.5407510
39.7474391,-104.9994527
51.0421694,-114.0803180
53.5998960,-113.4874470
53.5596105,-113.5535960
40.0219958,-105.2589670
38.6502131,-121.1642124
41.5982762,-93.8077527
40.4216079,-86.9025873
47.6093696,-122.3165764
44.9398499,-93.1447658
37.7569450,-122.2529110
35.1030750,-106.6711184
39.9425469,-75.1571402
47.7583361,-122.6598710
41.9647919,-87.6858529
39.6522076,-104.7731320
37.7877716,-122.4010378
39.0752405,-77.1376529
37.3513681,-79.1838016
33.8450614,-117.2241939
42.1382149,-88.0211033
37.3526406,-122.0513383
43.6557356,-79.3826159
47.9065297,-122.2941050
43.0703534,-77.4415900
42.7342910,-84.4796400
37.5020810,-122.2464000
43.6096476,-79.7508686
40.6232979,-73.6381922
50.9046711,-114.0574770
38.9642787,-104.7959077
36.9616709,-122.0450987
34.9738760,-85.3506955
32.8516001,-117.2156612
42.9838248,-81.2499398
38.2832055,-122.2750211
38.3203220,-122.3106495
43.0749786,-89.4474686
41.6023487,-93.6592224
49.1206115,-122.8911666
49.3742813,-123.2741148
32.8660279,-117.2321537
37.4903925,-122.2251329
19.5072020,-99.2337991
40.4962383,-74.4439889
36.1271868,-115.1688470
51.0413389,-114.2102560
51.0513187,-114.0506933
39.5940927,-104.9285350
39.6089863,-104.9572195
40.4377596,-79.9191223
40.4305441,-79.9231308
40.1398524,-79.8438722
33.8108891,-117.9188180
34.2406620,-119.1789460
38.8966391,-77.0966111
40.4510673,-79.9349312
37.8111479,-122.2434280
47.8387308,-122.1238670
38.8100383,-121.2833143
49.2710107,-123.0877506
40.7669811,-73.9840167
40.7675105,-73.9829426
40.7676336,-73.9812871
40.7649496,-73.9791090
34.0549086,-117.1749780
49.2846537,-123.1152830
37.7841729,-122.4041980
32.8114043,-117.2006023
48.4019561,-89.2411775
33.0708679,-117.0703191
61.1943976,-149.8814194
21.2938376,-157.8532043
47.6581950,-122.3134196
44.9249988,-92.9606050
49.3256455,-123.1406030
40.8313502,-74.0889123
38.8858810,-77.0196740
38.7883287,-121.2065440
37.6712323,-121.0324034
40.7983055,-77.8611494
32.9331986,-96.8188859
39.5263184,-122.2125399
37.7714777,-120.8354583
34.0310728,-118.4009784
39.1178218,-77.2515645
50.6701161,-120.3539461
32.8790671,-117.1646710
49.2608120,-123.1257360
32.8920676,-96.9604013
40.7566173,-73.9858991
40.7543596,-73.9763714
40.7529578,-73.9752216
40.7520527,-73.9759313
40.7519234,-73.9797222
53.2774772,-110.0577057
45.4319025,-73.6300420
40.7490233,-73.9822288
32.8674095,-80.0169367
43.6686600,-79.3974310
40.7538901,-73.9787699
40.7570782,-73.9759556
40.7613683,-73.9737843
49.2799540,-123.1073281
25.6496502,-100.3348552
48.0933234,-122.1886564
49.8861364,-119.4952397
47.1682298,-122.1492220
38.0325926,-84.5013532
34.7300025,-92.2199881
37.8955616,-122.0611268
34.2509057,-116.8841999
40.0244307,-86.9018398
42.2707314,-88.9709136
41.2412472,-76.9965484
32.8296026,-117.2047760
35.1337823,-106.6121244
37.8288347,-122.2823920
40.8016376,-124.1673100
34.1505387,-117.4726390
21.3289840,-158.0867540
29.7601049,-95.4824123
29.7610851,-95.4172699
21.2944205,-157.8422313
49.2335878,-123.0657800
30.2699007,-97.7540185
29.4941836,-98.7069717
37.7904287,-122.4057517
37.7891202,-122.4084647
42.7276490,-84.4818022
33.9454653,-117.4542292
33.9113212,-117.4614477
37.8366655,-122.2950153
49.2813258,-123.0470187
49.2728133,-123.1476034
37.7770688,-122.4173300
37.9534164,-121.9549575
32.8728383,-117.2174416
19.2529630,-103.7123080
42.3051528,-83.2469201
40.7461388,-74.2604587
43.5912015,-79.6468548
48.4692097,-123.3627990
39.2143822,-76.8028210
34.1867524,-118.6242294
39.9456332,-75.1648301
33.5704976,-117.7141579
37.5324476,-122.0022549
49.2489019,-122.8184783
39.9881433,-105.1239744
35.3536026,-118.9146450
34.4175525,-119.6967592
42.0373496,-91.5725709
43.5144267,-96.7699039
40.0215847,-86.1640881
35.2937201,-120.6709550
34.1877801,-118.5992363
42.8612014,-73.7793315
43.4054569,-79.8080481
43.3902713,-79.8227628
34.1737925,-119.1615880
42.3956973,-71.1222734
39.7096067,-105.0856111
46.0503140,-118.3465417
29.8115797,-90.8154475
39.9686240,-75.5763485
42.3972197,-71.1754144
37.7355094,-84.3252255
34.4295715,-119.8724395
39.6811220,-105.1224003
35.1757382,-106.5583511
42.9651664,-74.1903612
34.1070222,-117.8265020
36.0322152,-95.9226438
38.9041306,-121.0741210
34.0127399,-84.5642890
37.6713154,-122.4642098
39.4322942,-76.6229225
38.0307089,-84.4903058
20.6870250,-156.4434050
32.8951059,-96.7395008
24.1248575,-110.3128690
33.8185812,-84.3125155
32.9749833,-96.7172236
40.7436871,-73.9769314
44.8271232,-93.2893462
36.0416968,-86.7457261
38.9512383,-77.4085918
47.5864226,-122.2352494
47.6210026,-122.1862546
43.6705839,-79.3827948
38.6617632,-121.2715369
37.7886901,-122.4008757
43.1548764,-79.2679745
28.9159219,-81.2924428
47.6228655,-122.3369538
32.7772781,-117.0736450
39.2833948,-76.7547072
35.6120060,-115.3875820
43.5498733,-79.5871867
21.0175163,-89.5851122
34.2779557,-119.2124782
42.3032119,-71.1520468
35.5539236,-80.8542478
42.5555458,-71.1811035
48.7861848,-123.7070760
47.4356152,-122.2941474
38.2503993,-122.6288084
38.9014858,-77.0424932
37.4114625,-122.0943406
40.5744173,-122.4168284
41.8910768,-72.6521667
41.9982672,-72.5829601
50.9989710,-114.0741799
36.6008150,-121.8943440
32.3067496,-111.0107530
42.3485218,-71.0762884
32.7938827,-96.7772577
16.7546604,-93.1413434
33.4236492,-112.2698530
33.4227801,-112.2719520
42.4488243,-79.3390141
39.3043820,-76.6159560
38.3733996,-76.4410920
40.8059300,-73.9545289
46.0983599,-64.7624649
47.7015346,-122.3639260
45.4877195,-122.7324142
47.7280578,-121.9861990
42.5272894,-71.7135101
44.6615387,-63.5994391
39.8628045,-75.6832390
27.9199272,-82.4992532
41.5443356,-93.6447166
33.5951752,-117.2429970
32.2972467,-110.9733980
20.6204296,-103.4235769
20.6301419,-103.4223910
43.6542692,-70.2626395
33.4800388,-112.0133350
38.8823316,-77.2999868
42.5667299,-71.4216821
42.0340803,-87.6787749
40.3031550,-79.4979349
49.1949812,-123.1773605
48.2734497,-116.5474599
43.3970984,-88.1819259
39.7071041,-104.9204878
40.2060036,-75.0992367
33.4256368,-111.9402082
46.1850612,-119.1754380
41.8308336,-87.6268125
41.8793973,-87.6409420
41.8795052,-87.6339740
41.9175758,-87.6802739
36.0725169,-115.2429020
30.2012416,-97.7684727
37.3862050,-121.9609305
43.0822045,-79.0823608
53.4537185,-113.5675654
